0,43.254574,-5.5848546e-14
1,1.5725714,-1.7231209
2,2.5397233,1.0838263
3,3.0473437,4.5117021
4,-1.5705841,-5.8167024
5,-1.4916639,-1.5681384
6,1.0641212,-1.5212219
7,-14.413918,0.62904398
8,-4.1319963,0.42593927
9,-3.1519686,0.98983528
10,-14.175530,6.8890814
11,4.4084072,-3.9064988
12,1.6397432,-2.7362870
13,0.12483949,-2.0912323
14,2.4456962,-5.0856299
15,-0.75943084,-3.6608499
16,-0.035272978,-2.1510044
17,-3.2926317,-4.9790937
18,-0.092655809,-2.5269024
19,-1.1282264,-1.8374909
20,-1.5458159,-7.1307079
21,1.9652254,6.4508671
22,1.6107407,2.7305029
23,0.55786838,0.67443569
24,7.1552014,6.9938717
25,1.1279129,-0.21502400
26,-0.82882671,0.72126612
27,-1.6862163,-1.2335181
28,0.77127156,1.5652804
29,-0.13912627,0.19004191
30,0.39087119,0.071794723
31,-5.6214774,3.5204449
32,-2.2960330,0.66371822
33,-0.38305212,0.88615780
34,-6.9649993,2.6922501
35,2.1943006,0.024657472
36,2.3377879,-0.54777821
37,0.32325830,0.63075487
38,3.6343504,-2.6066355
39,1.8617463,-1.8824218
40,1.4957363,-0.34658884
41,1.5601338,1.0378932
42,1.7994847,-1.4764570
43,-0.25085524,-0.99761579
44,0.70410320,-3.7989085
45,2.3194850,3.0283276
46,1.8648918,1.8910316
47,1.7719330,0.29095932
48,3.2357612,4.3503304
49,1.2162481,0.39868802
50,-1.0728512,-0.42078465
51,0.88170260,1.3902789
52,-0.43259404,-0.79108736
53,-1.4051368,-1.1052128
54,-0.57935801,0.47043213
55,-0.61134229,-0.85269743
56,-0.83986612,-1.5039448
57,-0.26883695,1.2429874
58,-4.0873840,-0.020880650
59,1.4897714,0.59045091
60,2.1089365,-1.9666792
61,1.4033056,-0.21558283
62,0.62849285,-1.1154451
63,1.8105201,-0.56673243
64,0.50493941,-0.27411285
65,1.8240857,-1.6696886
66,1.3439930,-1.0835699
67,0.87199871,-0.39289878
68,1.6054953,-0.83838965
69,1.0528789,2.6471285
70,0.67659506,0.68225481
71,1.1111377,-0.41194358
72,0.78224583,3.7195075
73,2.2406215,-0.43618783
74,-1.4630150,-1.1090162
75,-0.43840739,-0.94166202
76,1.7658696,-0.95524247
77,-0.025730087,-1.1406577
78,0.70925542,-0.21332418
79,-0.96094478,-1.0237749
80,-1.4574600,-1.8537422
81,0.20754928,-0.65452715
82,-1.7893001,-1.8342340
83,-0.11504902,-1.1188380
84,0.83964674,-1.2159154
85,0.57524731,-1.1478157
86,0.34080691,-0.44604888
87,2.2280569,-1.0855659
88,-0.56399254,-0.26472132
89,-0.94716747,-2.2456129
90,-0.47181222,1.0407516
91,-0.50744163,-1.2103949
92,1.2137245,-1.1447727
93,-1.8413174,1.5160474
94,-0.84919493,1.9238379
95,0.099373269,-0.10535716
96,-1.0596101,0.23642724
97,1.5936813,0.90407856
98,0.18733816,-0.20780296
99,0.32796727,0.19881726
100,1.4718129,0.093564410
101,0.72302557,-1.3467604
102,0.14722796,0.053087084
103,-1.2517959,0.24154247
104,0.42797120,-0.82711267
105,-1.0554040,0.36909311
106,-1.0003026,-1.5476997
107,-0.48392432,-1.7750495
108,1.8631351,0.28762005
109,0.30259659,0.33204427
110,1.1295168,0.00082076717
111,0.82788386,0.27689760
112,0.94375468,-0.51749154
113,0.29633598,-0.29904873
114,-0.12617384,0.55564202
115,-0.078283622,-0.68331453
116,0.15420022,-0.34829860
117,-1.6229095,0.17506202
118,0.15189113,0.30324023
119,0.23664414,0.36901701
120,-0.24025702,-0.38603521
121,-0.88152828,2.3747626
122,1.1002736,-1.0823834
123,0.81366520,0.77713752
124,-0.66109635,-0.24438027
125,0.28328600,-1.2210515
126,0.18297889,0.13969884
127,-0.20603870,-0.34320546
128,1.7100514,-1.1846373
129,0.051901331,-0.22867865
130,0.28104349,-0.58907635
131,0.20100092,-0.18251798
132,0.85656258,-0.59635792
133,0.42923578,-0.51406268
134,0.46329109,-0.73129797
135,1.3283377,-0.35162861
136,-0.060550581,-0.70738298
137,0.17610811,-1.3244795
138,0.57466402,-1.0930072
139,-0.30866504,-0.28786968
140,0.44148955,-0.56676615
141,0.22069567,-0.031081775
142,-1.0616207,1.2650637
143,-0.11072483,0.21106953
144,-0.36464757,0.39625938
145,-1.8949433,0.27187134
146,0.66876851,-0.97860626
