06/18/2018,37,,,
06/19/2018,29,,,
06/20/2018,38,,,
06/21/2018,32,,,
06/22/2018,16,,,
06/23/2018,9,,,
06/24/2018,17,,,
06/25/2018,40,,,
06/26/2018,25,,,
06/27/2018,22,,,
06/28/2018,31,,,
06/29/2018,29,,,
06/30/2018,9,,,
07/01/2018,24,,,
07/02/2018,19,,,
07/03/2018,11,,,
07/04/2018,12,,,
07/05/2018,20,,,
07/06/2018,26,,,
07/07/2018,14,,,
07/08/2018,5,,,
07/09/2018,16,,,
07/10/2018,30,,,
07/11/2018,18,,,
07/12/2018,18,,,
07/13/2018,28,,,
07/14/2018,21,,,
07/15/2018,9,,,
07/16/2018,27,,,
07/17/2018,20,,,
07/18/2018,11,,,
07/19/2018,16,,,
07/20/2018,13,,,
07/21/2018,10,,,
07/22/2018,19,,,
07/23/2018,33,,,
07/24/2018,20,,,
07/25/2018,21,,,
07/26/2018,19,,,
07/27/2018,16,,,
07/28/2018,11,,,
07/29/2018,23,,,
07/30/2018,33,,,
07/31/2018,29,,,
08/01/2018,31,,,
08/02/2018,21,,,
08/03/2018,10,,,
08/04/2018,6,,,
08/05/2018,14,,,
08/06/2018,13,,,
08/07/2018,20,,,
08/08/2018,20,,,
08/09/2018,20,,,
08/10/2018,12,,,
08/11/2018,11,,,
08/12/2018,19,,,
08/13/2018,21,,,
08/14/2018,22,,,
08/15/2018,15,,,
08/16/2018,22,,,
08/17/2018,17,,,
08/18/2018,7,,,
08/19/2018,5,,,
08/20/2018,26,,,
08/21/2018,15,,,
08/22/2018,21,,,
08/23/2018,15,,,
08/24/2018,17,,,
08/25/2018,9,,,
08/26/2018,21,,,
08/27/2018,19,,,
08/28/2018,25,,,
08/29/2018,16,,,
08/30/2018,40,,,
08/31/2018,22,,,
09/01/2018,9,,,
09/02/2018,19,,,
09/03/2018,24,,,
09/04/2018,47,,,
09/05/2018,26,,,
09/06/2018,21,,,
09/07/2018,21,,,
09/08/2018,24,,,
09/09/2018,23,,,
09/10/2018,44,,,
09/11/2018,47,,,
09/12/2018,40,,,
09/13/2018,38,,,
09/14/2018,61,,,
09/15/2018,65,,,
09/16/2018,40,,,
09/17/2018,63,,,
09/18/2018,69,,,
09/19/2018,98,,,
09/20/2018,74,,,
09/21/2018,122,,,
09/22/2018,125,,,
09/23/2018,180,,,
09/24/2018,191,,,
09/25/2018,155,,,
09/26/2018,166,,,
09/27/2018,164,,,
09/28/2018,96,,,
09/29/2018,52,,,
09/30/2018,94,,,
10/01/2018,144,,,
10/02/2018,116,,,
10/03/2018,86,,,
10/04/2018,75,,,
10/05/2018,73,,,
10/06/2018,63,,,
10/07/2018,72,,,
10/08/2018,103,,,
10/09/2018,109,,,
10/10/2018,78,,,
10/11/2018,53,,,
10/12/2018,42,,,
10/13/2018,41,,,
10/14/2018,54,,,
10/15/2018,56,,,
10/16/2018,82,,,
10/17/2018,61,,,
10/18/2018,77,,,
10/19/2018,53,,,
10/20/2018,32,,,
10/21/2018,50,,,
10/22/2018,74,,,
10/23/2018,58,,,
10/24/2018,48,,,
10/25/2018,52,,,
10/26/2018,47,,,
10/27/2018,26,,,
10/28/2018,55,,,
10/29/2018,84,,,
10/30/2018,67,,,
10/31/2018,52,,,
11/01/2018,56,,,
11/02/2018,72,,,
11/03/2018,34,,,
11/04/2018,59,,,
11/05/2018,76,,,
11/06/2018,80,,,
11/07/2018,54,,,
11/08/2018,56,,,
11/09/2018,53,,,
11/10/2018,21,,,
11/11/2018,32,,,
11/12/2018,65,,,
11/13/2018,71,,,
11/14/2018,74,,,
11/15/2018,54,,,
11/16/2018,53,,,
11/17/2018,37,,,
11/18/2018,31,,,
11/19/2018,42,,,
11/20/2018,64,,,
11/21/2018,25,,,
11/22/2018,7,,,
11/23/2018,6,,,
11/24/2018,13,,,
11/25/2018,47,,,
11/26/2018,82,,,
11/27/2018,95,,,
11/28/2018,81,,,
11/29/2018,84,,,
11/30/2018,56,,,
12/01/2018,39,,,
12/02/2018,65,,,
12/03/2018,94,,,
12/04/2018,89,,,
12/05/2018,57,,,
12/06/2018,73,,,
12/07/2018,49,,,
12/08/2018,29,,,
12/09/2018,43,,,
12/10/2018,56,,,
12/11/2018,67,,,
12/12/2018,52,,,
12/13/2018,63,,,
12/14/2018,58,,,
12/15/2018,128,,,
12/16/2018,11,,,
12/17/2018,38,,,
12/18/2018,77,,,
12/19/2018,8,,,
12/20/2018,2,,,
12/21/2018,7,,,
12/23/2018,2,,,
12/26/2018,3,,,
12/28/2018,2,,,
12/29/2018,3,,,
12/30/2018,1,,,
12/31/2018,4,,,
01/01/2019,3,,,
01/02/2019,15,,,
01/03/2019,21,,,
01/04/2019,45,,,
01/05/2019,43,,,
01/06/2019,95,,,
01/07/2019,87,,,
